WGT,RACE,NETWORTH
 3017.9285806000,1,   1108500.00
 3118.1947911000,1,   1086500.00
 3118.9703292000,1,   1145500.00
 3200.8030934000,1,   1079500.00
 1849.4793934000,4,    146300.00
 1838.9939733000,4,    147200.00
 1845.3169116000,4,    145300.00
 1868.1909855000,4,    146300.00
 1834.4865257000,4,    145300.00
 2917.2097730000,2,    116050.00
 2707.4612814000,2,    135320.00
 2766.2093713000,2,    116050.00
 2818.9659803000,2,    112510.00
 2767.0493149000,2,    130120.00
18948.4692790000,1,    179000.00
18482.5759380000,1,    178000.00
18232.8909600000,1,    179100.00
18674.0000000000,1,    179000.00
18085.8761800000,1,    179000.00
 9298.6336463000,2,     32300.00
 8868.1919706000,2,     14300.00
 9168.5222435000,2,     34300.00
 8932.7928183000,2,     22300.00
 9049.0192681000,2,     10300.00
 2306.6272488000,1,    736600.00
 2315.6956770000,1,    745500.00
 2492.9821874000,1,    753700.00
 2378.7751072000,1,    742400.00
 2531.2898232000,1,    749900.00
  554.8679687700,1,   9455100.00
  598.6621163700,1,   9056100.00
  627.6499594500,1,   9139100.00
  597.4035845100,1,   8997100.00
  559.2465437200,1,   9677100.00
 8388.3204816000,2,    148270.00
 8141.0197462000,2,    149480.00
 8179.0454127000,2,    144860.00
 8195.3364772000,2,    147700.00
 8094.3846029000,2,    147760.00
 7925.1738727000,3,      7400.00
 8023.7818069000,3,     25800.00
 8029.5538344000,3,     20800.00
 7985.9903113000,3,      4910.00
 8015.7496210000,3,      9810.00
 1336.7819358000,1,   3253000.00
 1455.6250635000,1,   3253000.00
 1581.1063763000,1,   3253000.00
 1401.8280387000,1,   3253000.00
 1366.5047459000,1,   3253000.00
  125.7263205500,1,  11440000.00
  131.9385707600,1,   9890000.00
  138.2668050400,1,  13640000.00
  132.1288099500,1,  13140000.00
  127.9985720200,1,  12740000.00
 8233.3268750000,1,    372680.00
 8257.1207202000,1,    338730.00
 8903.5348610000,1,    377950.00
 8480.8209182000,1,    362020.00
 9035.9725020000,1,    385950.00
15762.1860730000,2,    152970.00
14831.8475250000,2,    152970.00
15175.0887960000,2,    152870.00
15686.7712940000,2,    152970.00
14421.5090920000,2,    152870.00
  404.9573238900,1,  13536000.00
  429.4543281600,1,  13536000.00
  446.4675897000,1,  13536000.00
  430.4011776500,1,  13536000.00
  412.1204469400,1,  13536000.00
 2243.8738367000,5,    296560.00
 2040.7104341000,5,    293160.00
 2073.7158718000,5,    302860.00
 2171.0712424000,5,    306260.00
 2074.6973603000,5,    299160.00
 2204.5108366000,2,      1200.00
 2210.4867793000,2,      1200.00
 2129.1255543000,2,      1200.00
 2226.2961648000,2,      1200.00
 2139.0527930000,2,      1200.00
   44.0198448570,1,  48072030.00
   43.9984292580,1,  50494000.00
   44.2003606880,1,  46686000.00
   44.7448182570,1,  46561000.00
   44.7814321380,1,  47507000.00
 3148.6728048000,3,    261090.00
 3022.2516369000,3,    274200.00
 3060.0953519000,3,    270700.00
 3047.6767385000,3,    236400.00
 3028.2067890000,3,    245400.00
 9287.0405564000,2,     25640.00
 9438.0893076000,2,     24635.00
 9253.0613770000,2,     28140.00
 9437.0669686000,2,     24635.00
 9296.8026453000,2,      8430.00
 8060.1463260000,1,      9800.00
 8035.7751685000,1,      7520.00
 8074.4110536000,1,     11300.00
 8007.4734840000,1,     29500.00
 8062.6872152000,1,     14500.00
    5.0846172837,1, 266091800.00
    5.0068634069,1, 390056000.00
    5.0537232881,1, 342721000.00
    5.1438773660,1, 328197000.00
    5.1113223987,1, 288446000.00
10073.7166610000,1,    875000.00
10115.0648270000,1,    876000.00
10891.6604080000,1,    876000.00
10390.3648730000,1,    876000.00
11057.3236040000,1,    876000.00
 2252.4120512000,4,    742230.00
 2276.8624862000,4,    726100.00
 2373.1705543000,4,    674500.00
 2343.9349551000,4,    840500.00
 2405.8867988000,4,    731500.00
 2908.4573134000,3,      4200.00
 2907.5935814000,3,      5500.00
 2914.2633526000,3,      7000.00
 2904.2354027000,3,      8800.00
 2913.7911131000,3,      6800.00
 9621.7933946000,1,       380.00
 9592.3728195000,1,       370.00
 9641.9375222000,1,       360.00
 9552.6149581000,1,       370.00
 9623.9562815000,1,       380.00
 2143.1848437000,2,     22800.00
 1962.3709560000,2,     23300.00
 2015.3317838000,2,     -5700.00
 2036.0724187000,2,     29900.00
 2017.3729538000,2,     14000.00
 1511.9896828000,4,     80500.00
 1481.5709430000,4,     81500.00
 1503.5631498000,4,     80500.00
 1517.1485757000,4,     81500.00
 1490.1431274000,4,     80500.00
 1667.9464314000,3,      5600.00
 1626.9213797000,3,      5500.00
 1658.2378905000,3,     12060.00
 1670.7029861000,3,      7100.00
 1650.6186038000,3,      5350.00
 2859.2575408000,1,   8142500.00
 3036.0231757000,1,   8142500.00
 3137.4676831000,1,   8327500.00
 3018.4456316000,1,   8142500.00
 2882.1641014000,1,   8142500.00
 9099.4275290000,1,    137100.00
 9135.9108705000,1,    137100.00
 9833.8471744000,1,    137100.00
 9382.7665422000,1,    138000.00
 9985.6183555000,1,    137000.00
   47.1959278000,1, 131303000.00
   46.7838098160,1, 147676800.00
   47.1504285730,1, 145117000.00
   48.1064461150,1, 132246400.00
   47.4748978750,1, 127501500.00
 1147.8870593000,1,   4429250.00
 1221.5286506000,1,   4439250.00
 1277.8264930000,1,   4444250.00
 1218.7382651000,1,   4443250.00
 1172.0609895000,1,   4435250.00
  431.2833067300,1,   4666200.00
  443.5444861600,1,   5751000.00
  472.7873563100,1,   8533000.00
  445.2377455000,1,   5909000.00
  431.1415867600,1,   5899000.00
 7849.7052471000,1,    324000.00
 7991.3351422000,1,    324000.00
 8006.1283755000,1,    324000.00
 7910.9221842000,1,    324000.00
 8005.1967567000,1,    325000.00
 8794.2687850000,1,    666490.00
 8829.0849100000,1,    667590.00
 9508.9482502000,1,    667490.00
 9071.7263033000,1,    666400.00
 9655.4630709000,1,    665490.00
 2177.4888234000,2,    -45100.00
 2197.2116838000,2,    -44200.00
 2143.4552787000,2,    -46600.00
 2176.1534338000,2,    -47000.00
 2154.6736487000,2,    -46900.00
 2480.0095527000,2,     -1460.00
 2464.1083203000,2,     -1460.00
 2443.4553593000,2,     -1460.00
 2473.1622734000,2,     -1460.00
 2445.1044560000,2,     -1460.00
 2020.2747955000,4,    112380.00
 2089.0887097000,4,    113800.00
 2054.6394945000,4,    112200.00
 2092.2866635000,4,    112000.00
 2071.6144584000,4,    112790.00
 7455.8530507000,2,    272140.00
 7059.4813736000,2,    271140.00
 7315.5401642000,2,    280980.00
 7086.8874968000,2,    280090.00
 7144.4372480000,2,    282060.00
 1760.7780817000,3,    204100.00
 1766.2553244000,3,    208900.00
 1898.9668619000,3,    206000.00
 1812.4720139000,3,    204400.00
 1927.1322943000,3,    206200.00
20085.3097570000,1,    121270.00
20552.8047610000,1,    124270.00
19945.8557810000,1,    131500.00
20437.7251450000,1,    130270.00
19968.4127360000,1,     91580.00
 2996.3818262000,3,      7330.00
 2931.3947338000,3,      7550.00
 2952.9724697000,3,      9100.00
 2952.0889287000,3,      7460.00
 2918.6255190000,3,      7270.00
  823.2688955200,4,   1246000.00
  962.9664227600,4,   1246000.00
  690.9606545000,4,   1246000.00
  819.7771000600,4,   1246000.00
  743.4182252100,4,   1246000.00
15357.6734040000,1,    263000.00
15300.9785380000,1,    263000.00
15080.1539880000,1,    263000.00
15529.5785560000,1,    263000.00
15059.8934290000,1,    263000.00
11828.8895370000,1,    270500.00
11872.5968660000,1,    269500.00
12793.5130150000,1,    269500.00
12200.7629070000,1,    268500.00
12987.4152970000,1,    269500.00
 8309.2216803000,1,    572200.00
 8343.3273726000,1,    554600.00
 8983.8957994000,1,    556700.00
 8570.4063332000,1,    558700.00
 9120.5417130000,1,    552170.00
 2884.8037217000,1,   3361630.00
 3162.7235185000,1,   3217640.00
 3429.0103356000,1,   3123990.00
 3072.0020669000,1,   3258600.00
 2971.3882267000,1,   3283740.00
 2176.1428633000,2,      9690.00
 2225.7505285000,2,      9690.00
 2160.1124457000,2,      8680.00
 2212.1244966000,2,      8630.00
 2169.8796348000,2,      8690.00
 1393.9216048000,3,     49100.00
 1354.9808488000,3,     43000.00
 1378.8586190000,3,     42000.00
 1372.8028250000,3,     41700.00
 1363.0996291000,3,     46200.00
10623.4158460000,1,         0.00
10582.6282840000,1,         0.00
10635.6974400000,1,         0.00
10534.8709870000,1,         0.00
10615.4410540000,1,         0.00
  540.2354521300,1,  78582000.00
  543.1369230700,1,  82381100.00
  549.4120348300,1,  79408900.00
  561.1615343200,1,  80365300.00
  544.8611148500,1,  86322800.00
 1340.2423295000,4,   1266500.00
 1336.0067232000,4,   1155500.00
 1440.8568586000,4,    841100.00
 1318.0508910000,4,   1435400.00
 1459.6405885000,4,   1313660.00
 2436.4939331000,2,   6619850.00
 2670.0762548000,2,   6766850.00
 2897.1497038000,2,   6444480.00
 2593.3609896000,2,   6437040.00
 2510.3456733000,2,   6618880.00
 6943.2365266000,2,    308560.00
 6941.1735439000,2,    309550.00
 7070.2373970000,2,    312560.00
 6938.3409748000,2,    308550.00
 7052.1858430000,2,    310550.00
16863.6099920000,1,     80000.00
15617.9458190000,1,     80700.00
15681.6242570000,1,     77700.00
16346.6479830000,1,     83700.00
15493.4403350000,1,     80300.00
 9128.9717905000,1,    969750.00
 9161.4764828000,1,    969750.00
 9867.2132147000,1,    969750.00
 9408.1098479000,1,    969750.00
10016.7101560000,1,    969750.00
 6372.2074026000,1,     31420.00
 6424.2314307000,1,     31410.00
 6422.3479801000,1,     31410.00
 6394.7334137000,1,     31410.00
 6428.3871816000,1,     31420.00
  485.9120547500,4,   3136000.00
  529.2658033600,4,   3136000.00
  574.8758760300,4,   3135000.00
  509.8516120600,4,   3134000.00
  496.8479598800,4,   3135000.00
11893.8461940000,1,     25990.00
11911.4076930000,1,     25980.00
11885.0787800000,1,     25980.00
11909.4890500000,1,     25980.00
11889.6601430000,1,     25990.00
12345.8117650000,1,       401.00
12313.6868770000,1,       301.00
12362.6299050000,1,       201.00
12272.5586820000,1,       301.00
12346.8557110000,1,       401.00
 6384.6296152000,1,    800200.00
 6401.1320283000,1,    802500.00
 6885.0416635000,1,    802900.00
 6567.0537716000,1,    799550.00
 6988.2475895000,1,    800200.00
 5772.3749146000,1,   1600250.00
 5787.3846034000,1,   1598250.00
 4810.9112697000,1,   1760250.00
 5756.8273836000,1,   1670250.00
 6332.3577997000,1,   1562250.00
 8357.8725682000,1,   1214000.00
 9726.6392770000,1,   1885000.00
 6964.9969557000,1,   1638000.00
 8613.1227363000,1,   1389000.00
 9169.4096777000,1,   1247000.00
 9587.8546905000,2,    131500.00
 8898.4842938000,2,    139500.00
 9091.5688484000,2,    133200.00
 9264.9614872000,2,    128280.00
 9094.3294508000,2,    142900.00
 1251.7999992000,4,   1251600.00
 1251.3638527000,4,   1254200.00
 1287.5564083000,4,   1254700.00
 1281.1951554000,4,   1256000.00
 1342.4631871000,4,   1252500.00
 5114.7264727000,1,      4000.00
 4958.3600673000,1,      4000.00
 5057.3454813000,1,      5000.00
 5006.2898324000,1,      4000.00
 4991.1552477000,1,      4000.00
 2320.2535608000,2,      8940.00
 2373.1463941000,2,      8930.00
 2303.1615609000,2,      8930.00
 2358.6180055000,2,      8940.00
 2313.5755625000,2,      8940.00
 3081.0469096000,1,     -2000.00
 3079.3695528000,1,     -2000.00
 3085.2598938000,1,     -2000.00
 3076.1604891000,1,     -2000.00
 3085.6249858000,1,     -1000.00
 6437.3338807000,1,    208000.00
 6397.5229810000,1,    212100.00
 6461.3115829000,1,    214100.00
 6379.8161442000,1,    206100.00
 6462.4895606000,1,    197000.00
13734.2192250000,1,    183710.00
12683.9100920000,1,    186890.00
13118.6278670000,1,    217230.00
12980.8933380000,1,    240970.00
12807.5847540000,1,    188900.00
 7297.6060281000,1,   1537560.00
 8588.4910855000,1,   1550460.00
 6152.9230649000,1,   1538070.00
 7367.4526293000,1,   1540960.00
 6636.4661916000,1,   1524460.00
19886.2842410000,1,    113780.00
18596.6071790000,1,    116940.00
18643.9303110000,1,    120650.00
19035.8230960000,1,    116610.00
18406.1403170000,1,    118870.00
 3158.5395930000,3,     85901.00
 3085.1569223000,3,     85301.00
 3035.5762806000,3,     85401.00
 3109.2192150000,3,     85501.00
 3012.1095750000,3,     86101.00
 9517.5957364000,1,     10400.00
 9527.2542211000,1,      9400.00
 9477.2333885000,1,     10400.00
 9393.6349495000,1,     11400.00
 9490.9278923000,1,     11400.00
 8253.0974130000,3,    206400.00
 8284.6018672000,3,    206400.00
 8915.7139081000,3,    206400.00
 8514.5000050000,3,    206400.00
 9046.7932858000,3,    206400.00
12519.0339260000,1,    233500.00
12047.9718620000,1,    259100.00
12064.2113670000,1,    233700.00
12311.1810980000,1,    231200.00
11923.7395540000,1,    272800.00
 1697.4747191000,3,       570.00
 1628.3714826000,3,       290.00
 1635.4200614000,3,      1700.00
 1709.8482479000,3,       360.00
 1650.5815374000,3,       150.00
 1493.5956246000,1,      6260.00
 1419.6155001000,1,     22750.00
 1432.2840252000,1,     23740.00
 1491.2041454000,1,     28930.00
 1371.6383465000,1,     21640.00
  116.8094237900,1,  17940850.00
  124.7641535000,1,  17937050.00
  130.7520785600,1,  17940850.00
  124.9399661800,1,  17959150.00
  118.8883076000,1,  17955150.00
11518.0641370000,1,    166525.00
11257.2456830000,1,    155830.00
11089.5787790000,1,    166830.00
11351.2245510000,1,    174930.00
11010.3889200000,1,    161830.00
 1705.4406609000,1,   5256000.00
 1813.6590974000,1,   5317000.00
 1887.6315000000,1,   5264000.00
 1813.5141669000,1,   5239000.00
 1716.5882066000,1,   5225000.00
 3250.4778043000,2,    -23700.00
 3270.8073085000,2,    -23700.00
 3220.8722780000,2,    -23700.00
 3332.1377827000,2,    -23700.00
 3235.6570213000,2,    -23700.00
 9032.8185485000,1,    904750.00
 9068.3307740000,1,    900450.00
 9762.5898400000,1,    889450.00
 9315.3516342000,1,    902750.00
 9912.6036419000,1,    884350.00
 6875.8094660000,2,    546300.00
 9693.3997548000,2,     86800.00
 9977.5817777000,2,    272000.00
 9911.3165235000,2,    230300.00
 9881.3049257000,2,    222800.00
 3287.9402476000,2,    129440.00
 3244.5147265000,2,    117490.00
 3252.3222168000,2,    202200.00
 3272.5468091000,2,    107710.00
 3151.0224583000,2,     98710.00
 2319.0350236000,2,     25800.00
 2335.5376130000,2,     25900.00
 2304.0336984000,2,     24900.00
 2352.3132260000,2,     25900.00
 2303.9552838000,2,     25000.00
 9159.7399375000,1,   1047000.00
 9188.3756235000,1,   1033000.00
 9898.4266047000,1,    910000.00
 9433.6255497000,1,   1012000.00
10047.7400150000,1,   1092000.00
14402.9433060000,1,    248010.00
13495.7055690000,1,    250005.00
13724.1539230000,1,    249010.00
14075.3880380000,1,    249005.00
13530.8280860000,1,    249010.00
 1546.5808621000,2,     68560.00
 1594.9113812000,2,     51690.00
 1546.0707084000,2,     82260.00
 1582.0667969000,2,     52560.00
 1558.1697702000,2,    112880.00
 6210.9842284000,1,   3129205.00
 7339.9059286000,1,   3129210.00
 5189.2162239000,1,   3129205.00
 6308.6369954000,1,   3129210.00
 5609.1153102000,1,   3129210.00
 5439.4189158000,3,    -56050.00
 5321.4459603000,3,    -56050.00
 5360.6166507000,3,    -55850.00
 5359.0127331000,3,    -56050.00
 5298.2656340000,3,    -56050.00
 7686.0804782000,3,   1073890.00
 7718.3837278000,3,    732890.00
 8240.1738363000,3,    883900.00
 7923.7083068000,3,    788900.00
 8376.9141431000,3,    738890.00
  762.7831826200,1,  25004000.00
  765.2783003900,1,  25011800.00
  761.3480342900,1,  24975700.00
  770.5125465900,1,  25014500.00
  774.1992116800,1,  25018000.00
 2833.0638889000,1,   4694300.00
 3008.2101742000,1,   4694300.00
 3108.7253487000,1,   4694300.00
 2990.7936579000,1,   4694300.00
 2855.7606026000,1,   4694300.00
 2866.1817516000,1,   7498500.00
 3043.3754566000,1,   7479000.00
 3145.0656302000,1,   7467000.00
 3025.7553452000,1,   7433830.00
 2889.1437846000,1,   7498200.00
 1652.1483315000,3,      3400.00
 1655.1306783000,3,      3740.00
 1661.1450799000,3,      3840.00
 1665.2750091000,3,      3940.00
 1657.6094470000,3,      3860.00
   44.5493630630,1, 645352000.00
   44.9468157850,1, 734306000.00
   45.3003558870,1, 644560000.00
   46.2160080710,1, 721160000.00
   44.8005509380,1, 717500000.00
13270.5934050000,1,    559700.00
13916.5305150000,1,    541700.00
15087.6663170000,1,    588700.00
13731.0800990000,1,    627700.00
15323.5106580000,1,    599700.00
 1835.0416046000,2,    380960.00
 2211.8403886000,2,    580190.00
 2723.0630811000,2,    479760.00
 1874.8694972000,2,    609030.00
 1665.5630672000,2,   1646800.00
 2752.8380298000,1,    935400.00
 2750.3892529000,1,    968400.00
 2980.3506266000,1,   1165400.00
 2813.8639436000,1,    918400.00
 3021.4586762000,1,   1113400.00
 1373.2579120000,4,   1748800.00
 1605.6652244000,4,   1740800.00
 1152.9846485000,4,   1756900.00
 1366.6966928000,4,   1748900.00
 1240.0224795000,4,   1728700.00
  232.8194024500,1,    960000.00
  241.4167769700,1,    958000.00
  247.9720409000,1,    957000.00
  247.6394774800,1,    963000.00
  249.5743231200,1,    959000.00
 1882.7097679000,2,      7200.00
 1874.8808497000,2,      7300.00
 1847.9003153000,2,      7300.00
 1901.8915962000,2,      7200.00
 1851.6678086000,2,      7300.00
    7.2850442986,1,1433345000.00
    7.3013983692,1,1429189000.00
    7.3699473383,1,1432256000.00
    7.5009577384,1,1482471000.00
    7.3213226605,1,1513381000.00
12489.2817500000,1,   1686000.00
15222.8629990000,1,   1686000.00
10296.9413430000,1,   1686000.00
13056.3771490000,1,   1686000.00
11356.1718020000,1,   1686000.00
 1744.9793729000,3,      6300.00
 1743.4372607000,3,      6300.00
 1748.8232849000,3,      6300.00
 1741.3658300000,3,      6300.00
 1747.9364220000,3,      6300.00
 3290.1898355000,1,    360300.00
 3299.6982966000,1,    366200.00
 3558.0173537000,1,    362530.00
 3389.0930368000,1,    368600.00
 3610.9418868000,1,    360950.00
 5139.6810059000,1,     26820.00
 4915.1961869000,1,     27410.00
 4872.7428751000,1,     30220.00
 4948.5821236000,1,     27930.00
 4825.5048433000,1,     24420.00
 2934.3868736000,1,   4444000.00
 8076.7375601000,1,   1824000.00
 5824.2256795000,1,   3000000.00
 3100.3046867000,1,   4678000.00
 6270.1242087000,1,   2604000.00
11472.5074660000,1,    829800.00
11517.9266200000,1,    942200.00
12404.8380210000,1,   1158500.00
11834.4629080000,1,    987600.00
12595.9730000000,1,    882200.00
    7.7178303144,1, 398170000.00
    7.5998093909,1, 383939900.00
    7.6709369885,1, 384670500.00
    7.8077799082,1, 379928000.00
    7.7583654294,1, 369701000.00
 3251.2104103000,1,   2633830.00
 3565.7241864000,1,   2629840.00
 3867.1421909000,1,   2635130.00
 3467.0689053000,1,   2658230.00
 3351.4702898000,1,   2657730.00
 2979.3810815000,1,    538300.00
 3000.0805113000,1,    539300.00
 3099.7537461000,1,    538300.00
 3100.5246976000,1,    538300.00
 3181.8735018000,1,    538300.00
 6046.0719314000,3,     10800.00
 6151.2883535000,3,      8800.00
 6073.5033404000,3,      9800.00
 6107.2339559000,3,      9800.00
 6088.1870811000,3,      8800.00
   47.9965101020,2,  47135000.00
   47.0426063460,2,  48165000.00
   47.1489398120,2,  45746000.00
   47.7054705790,2,  44402000.00
   48.8118282050,2,  46959000.00
13184.6913630000,1,    263060.00
12546.5359500000,1,    281650.00
12551.9654110000,1,    256440.00
12912.5915100000,1,    298430.00
12431.5303720000,1,    289350.00
 7310.9468965000,2,       130.00
 7347.3532615000,2,       120.00
 7239.7254205000,2,       130.00
 7355.4399575000,2,       130.00
 7257.3749612000,2,       130.00
 2192.0514231000,2,     12350.00
 2197.7807328000,2,     15050.00
 2165.8499987000,2,     16450.00
 2189.8877258000,2,     14250.00
 2177.6312135000,2,     17320.00
   49.6757588130,1, 114738800.00
   50.4859811140,1, 120757700.00
   50.8465899410,1, 126478900.00
   51.8477556490,1, 120951400.00
   50.0177497350,1, 126510600.00
 7459.1705752000,1,      9520.00
 7255.9761561000,1,      9630.00
 7412.6602478000,1,      9630.00
 7425.5982678000,1,      9640.00
 7366.2183970000,1,      9520.00
 5386.9546623000,2,    154700.00
 5157.9053237000,2,    202700.00
 5116.2074997000,2,    192700.00
 5136.1278215000,2,    192860.00
 5070.2857668000,2,    202200.00
    7.2850442986,1,1211146000.00
    7.3013983692,1,1228875000.00
    7.3699473383,1,1240346000.00
    7.5009577384,1,1189024000.00
    7.3213226605,1,1167606000.00
12765.6917740000,1,    215970.00
11937.4173150000,1,    198470.00
12289.6275320000,1,    216380.00
12293.1773750000,1,    213980.00
12138.7099950000,1,    207770.00
   11.8735600270,1,  13999000.00
   12.7118531290,1,  14409000.00
   13.3036996410,1,  14659000.00
   12.7313927060,1,  13929000.00
   12.1012274650,1,  13959000.00
  678.8693074700,1,  87756000.00
  671.8323703600,1,  91768000.00
 1049.1354037000,1,  46588000.00
 1061.6677791000,1,  42361030.00
 1062.2046286000,1,  43298000.00
 3006.2427355000,4,   1340950.00
 3032.9934659000,4,   1352710.00
 3140.9514116000,4,    952850.00
 3143.5235314000,4,   1092300.00
 3212.4221443000,4,   1164840.00
25383.9982070000,1,     -2200.00
25004.1369620000,1,     -2300.00
24988.1024050000,1,     -2200.00
25163.3436130000,1,     -2200.00
24786.3738780000,1,     -2200.00
 8231.6268745000,4,   2516670.00
 9626.3495016000,4,   2531990.00
 6906.3570145000,4,   2309830.00
 8190.8443878000,4,   2504970.00
 7431.1897284000,4,   2515660.00
 6119.4984716000,2,    663270.00
 6096.6876788000,2,    778650.00
 6698.5080601000,2,    669060.00
 6248.0772454000,2,    672310.00
 6778.7135220000,2,    682310.00
 2069.9920102000,4,     76580.00
 1981.9774769000,4,     76580.00
 1965.9546647000,4,     76680.00
 1973.6092506000,4,     77580.00
 1948.3087727000,4,     76680.00
  712.1177629400,4,    168000.00
  709.5428243900,4,    180000.00
  765.5109606300,4,    162000.00
  722.1274068800,4,    208000.00
  775.4085182200,4,    162000.00
 9055.3855749000,2,       360.00
 9216.6599420000,2,       360.00
 9065.9340018000,2,       360.00
 9182.8574215000,2,       360.00
 9069.3435254000,2,       360.00
 7020.8817513000,1,    906900.00
 7044.3638032000,1,    906800.00
 7586.0559946000,1,    906800.00
 7230.3795673000,1,    906800.00
 7701.5134351000,1,    906800.00
 5991.6617235000,1,   3913300.00
 6566.0716315000,1,   3909700.00
 7124.4753584000,1,   3912700.00
 6377.4186200000,1,   3909900.00
 6173.2729474000,1,   3915600.00
17128.4804320000,1,     54850.00
17065.2484000000,1,     54850.00
16818.9618110000,1,     52750.00
17320.2070020000,1,     53750.00
16796.3651210000,1,     53850.00
23896.5669490000,1,    464400.00
21443.3372380000,1,    473900.00
22206.0684020000,1,    481000.00
21984.4316830000,1,    466700.00
21660.8611930000,1,    472600.00
 4987.4333917000,3,     -5500.00
 4984.7181765000,3,     -5500.00
 4994.2531443000,3,     -6400.00
 4979.5235164000,3,     -5490.00
 4994.8441357000,3,     -5500.00
 4494.0508949000,2,    -33700.00
 4567.1442308000,2,    -34600.00
 4477.6081798000,2,    -33800.00
 4566.6495152000,2,    -34700.00
 4498.7748243000,2,    -34800.00
 8750.5173383000,1,     29501.00
 8668.1760101000,1,     29501.00
 8691.7235063000,1,     27501.00
 8783.8558289000,1,     19901.00
 8691.2025058000,1,     19801.00
10317.8483790000,1,   1698000.00
10483.7760060000,1,   1697000.00
 9555.8516486000,1,   1697000.00
 9931.8323089000,1,   1697000.00
10114.4140990000,1,   1697000.00
 3526.6797626000,1,   2649000.00
 3867.8417389000,1,   2651000.00
 4194.7983620000,1,   2651000.00
 3760.8275691000,1,   2651000.00
 3635.4344857000,1,   2650000.00
 5944.7979623000,2,    299900.00
 5925.1427784000,2,    288900.00
 6504.6306548000,2,    287100.00
 6073.3812196000,2,    295900.00
 6583.6750170000,2,    296500.00
 2058.2960477000,3,       400.00
 2007.6699005000,3,       400.00
 2046.3154164000,3,       400.00
 2061.6977192000,3,       400.00
 2036.9129875000,3,       400.00
 2025.1081098000,2,     17230.00
 2033.4884645000,2,     -2890.00
 2010.5892457000,2,     -2850.00
 2018.9730577000,2,      9130.00
 2012.7713558000,2,     -2850.00
  656.2342707500,1,  16367100.00
  693.5197262900,1,  16365000.00
  714.2478369000,1,  16367000.00
  689.1048574000,1,  16366000.00
  668.4332066100,1,  16366000.00
 2867.9261861000,1,      1500.00
 2868.7141126000,1,      1500.00
 2874.9509205000,1,      1500.00
 2868.1393490000,1,      1500.00
 2875.0795557000,1,      1500.00
10564.0506050000,2,    -71810.00
10959.2238560000,2,      2390.00
10767.4213500000,2,     68791.00
10897.8105610000,2,    141172.00
10580.3340080000,2,    -64238.00
 4483.1025252000,5,     78805.00
 4517.2831976000,5,     84790.00
 4514.4061228000,5,     84785.00
 4565.0761457000,5,     75800.00
 4528.3663386000,5,     78795.00
 8579.3714553000,1,    852031.00
 8601.7399744000,1,    908031.00
 9270.8644379000,1,    879041.00
 8828.0310395000,1,    820031.00
 9411.1237936000,1,    862041.00
   56.4186107620,1, 113432100.00
   55.6438383390,1, 141966000.00
   55.9509112600,1, 124430500.00
   57.1714769820,1, 145955200.00
   56.9280832180,1, 108801900.00
12489.2817500000,1,   1296800.00
15222.8629990000,1,   1296800.00
10296.9413430000,1,   1296800.00
13056.3771490000,1,   1297800.00
11356.1718020000,1,   1296800.00
 9232.0269226000,1,     31000.00
 9196.3416503000,1,     31000.00
 9271.8849542000,1,     31000.00
 9089.7558758000,1,     31000.00
 9246.9635720000,1,     30000.00
 2056.0310527000,1,   8212000.00
 2135.9170617000,1,   8212000.00
 2277.6658229000,1,   8213000.00
 2136.5529623000,1,   8212000.00
 2035.3510590000,1,   8212000.00
 1915.2453400000,3,      1300.00
 1873.7064998000,3,      1300.00
 1887.4986867000,3,      1300.00
 1886.9339396000,3,      1300.00
 1865.5445964000,3,      1300.00
 2806.6974812000,1,   9567000.00
 2980.2137368000,1,  13363000.00
 3079.7934491000,1,  12957000.00
 2962.9593103000,1,  17403000.00
 2829.1829639000,1,  17315000.00
 5306.1763147000,3,     12370.00
 5326.0021347000,3,      5860.00
 5285.8785207000,3,      6360.00
 5269.4385069000,3,     21900.00
 5302.4145865000,3,      9180.00
 1898.7462483000,2,   -148410.00
 1861.8629181000,2,   -150820.00
 1865.3256219000,2,   -132220.00
 1913.9694143000,2,   -140520.00
 1860.6518838000,2,   -148860.00
 9869.3258672000,1,    580300.00
 9908.1267935000,1,    577400.00
17624.2406690000,1,    498400.00
17439.2010050000,1,    491400.00
17206.3693230000,1,    537400.00
10568.5119330000,1,    755400.00
10611.6308270000,1,    744700.00
11426.1488350000,1,    747100.00
10906.6379060000,1,    751310.00
11603.9711960000,1,    755400.00
 1277.1741330000,1,      9850.00
 1276.0103788000,1,      9750.00
 1283.5933623000,1,      8850.00
 1279.4131299000,1,      9850.00
 1278.7118982000,1,      9950.00
14276.0470090000,1,    291600.00
13738.8726380000,1,    358900.00
13757.3913140000,1,    359600.00
14039.0225900000,1,    290100.00
13597.2046560000,1,    360100.00
 2985.5456837000,2,      1380.00
 2967.5010058000,2,      1380.00
 3021.1845143000,2,      4980.00
 2960.9834089000,2,      4980.00
 3012.7095665000,2,     10380.00
 2166.7159857000,1,    108000.00
 2172.6892927000,1,    108000.00
 2183.7625610000,1,    108000.00
 2166.5878088000,1,    108000.00
 2180.2955367000,1,    108000.00
  382.8371308500,1,  15230000.00
  402.9108331600,1,  17946900.00
  420.5470017600,1,  16914000.00
  405.4788113000,1,  21002600.00
  390.5489924000,1,  16869500.00
11316.9054060000,1,      2080.00
11276.6655060000,1,      3960.00
11335.4645190000,1,      2420.00
